analysis_id,method,k,label
4849132fbf50,kmeans,2,0
93b5a7ad7841,kmeans,2,0
55aaf516ab86,kmeans,2,0
17ad1f0ec22c,kmeans,2,1
de336e22401e,kmeans,2,1
f39282acf863,kmeans,2,0
b9b3ee196186,kmeans,2,1
ebc9a8bf1178,kmeans,2,0
1df2b539f6ad,kmeans,2,0
4112fdbe26dc,kmeans,2,1
705bcdef1b7b,kmeans,2,1
56cc12af0086,kmeans,2,1
829200b4ab94,kmeans,2,1
8213ed529268,kmeans,2,1
f0ad80152398,kmeans,2,1
520635a7564c,kmeans,2,1
1aee30272d15,kmeans,2,1
4cbe4f0cd5a1,kmeans,2,0
68a8c9b61b17,kmeans,2,1
01e2024418af,kmeans,2,1
d746a23dc601,kmeans,2,1
9a4ec2498fe7,kmeans,2,0
51bd1e2c64ac,kmeans,2,0
542ba520d2d4,kmeans,2,1
01342793a57c,kmeans,2,1
502fc2255295,kmeans,2,1
46bae806fc34,kmeans,2,0
43ce84ea28c2,kmeans,2,1
d6539915be23,kmeans,2,0
3f5799c0ac5d,kmeans,2,0
d168f1e0983b,kmeans,2,1
27f56592126b,kmeans,2,1
5eb0d57e5ebf,kmeans,2,0
59782fa6a28a,kmeans,2,1
89ac25141742,kmeans,2,1
69a10a57c25c,kmeans,2,1
0ace4e865f56,kmeans,2,1
1b7a8e3dbba2,kmeans,2,1
6ca433da2afd,kmeans,2,0
722371fc7f84,kmeans,2,1
51c42b2ae938,kmeans,2,1
ab3b0016d63b,kmeans,2,1
97312029e58a,kmeans,2,1
82fb43ac175a,kmeans,2,0
e7d9b39c83a7,kmeans,2,1
7aaabd2325c6,kmeans,2,1
90fae3cb2b63,kmeans,2,0
691e8e23f63c,kmeans,2,1
6cd49f0a7b70,kmeans,2,0
6645a4dfbd91,kmeans,2,1
1f07fe3e9244,kmeans,2,1
4d7ce84e9401,kmeans,2,1
7a07ae29f537,kmeans,2,1
36bf2a4f6132,kmeans,2,0
5962a065f6c5,kmeans,2,1
d955684efcf0,kmeans,2,1
f5af496d2b1d,kmeans,2,1
6d911ca91be6,kmeans,2,1
eebb0a2e6137,kmeans,2,0
de7aacc73537,kmeans,2,1
68776187c8ba,kmeans,2,1
3d3d454f51ab,kmeans,2,0
7c462204416f,kmeans,2,1
b05ca82d6cb1,kmeans,2,1
789c40faa0f7,kmeans,2,1
50b936b435a9,kmeans,2,1
c76ab10af3f5,kmeans,2,1
c987682a0c89,kmeans,2,1
978c7f2d68d9,kmeans,2,0
d26da039e50f,kmeans,2,1
e1463360b90d,kmeans,2,1
b573f5830e30,kmeans,2,1
d55933797b56,kmeans,2,0
f4c27812dc45,kmeans,2,0
9f0bf9ecd1ae,kmeans,2,1
8bf397a6ba8b,kmeans,2,1
158d9b3ea070,kmeans,2,1
7f8742e67e56,kmeans,2,1
595b82ccbb1c,kmeans,2,1
b1dc6eebbe38,kmeans,2,1
57979b6c7892,kmeans,2,1
06e0e7787e5f,kmeans,2,1
08e41c8d8d44,kmeans,2,1
a93ea6176c1a,kmeans,2,0
ee7044cb65ad,kmeans,2,0
77c5e38faadb,kmeans,2,1
2b3a523fb89b,kmeans,2,1
e301bc67ad78,kmeans,2,1
6bb78072c4d9,kmeans,2,1
501b8492e03a,kmeans,2,0
1eb3465ab20a,kmeans,2,0
da02afbd72f3,kmeans,2,1
12bda18c4ad5,kmeans,2,1
d0b9d4ff24d9,kmeans,2,0
904905eec60a,kmeans,2,1
2671b7598993,kmeans,2,1
606b6d4b931e,kmeans,2,0
2be2bb6dbb5f,kmeans,2,1
5873a9630cd9,kmeans,2,0
a88511f918eb,kmeans,2,0
68b6fd698529,kmeans,2,1
603c48d74afe,kmeans,2,1
a224f1cb8d3f,kmeans,2,1
677514850e7f,kmeans,2,1
fe06eb51f762,kmeans,2,1
4be9a9b75c86,kmeans,2,1
40bfc3690b70,kmeans,2,0
4e6c545cab48,kmeans,2,0
bfc6ad384ba5,kmeans,2,0
2189583113e5,kmeans,2,1
aae5f01389df,kmeans,2,1
2da3434441cc,kmeans,2,1
357067b1b2c9,kmeans,2,1
17466f04cc2a,kmeans,2,1
87a671dadd79,kmeans,2,0
8708896efdc0,kmeans,2,1
99b858319551,kmeans,2,0
74a79ea42b6f,kmeans,2,0
acc4253dbc82,kmeans,2,1
11002e95926d,kmeans,2,1
2c518d19f9fd,kmeans,2,1
610c4089f89a,kmeans,2,0
4051e0f5970a,kmeans,2,1
01e134d0b885,kmeans,2,1
55ed34c0229c,kmeans,2,1
f8a841bd35cd,kmeans,2,0
658178b67bf3,kmeans,2,1
406a6bc15562,kmeans,2,1
d6d8a0d737e8,kmeans,2,1
25792c5da171,kmeans,2,1
a8a057bb0be7,kmeans,2,1
0215514bda3e,kmeans,2,1
cddf3406926c,kmeans,2,1
36fcdd838e85,kmeans,2,0
f9d64c6427e3,kmeans,2,0
365f506721a1,kmeans,2,1
6ba29906b135,kmeans,2,1
4d025bade328,kmeans,2,0
35773831bd9f,kmeans,2,0
89cc417dcd98,kmeans,2,1
bcf249ffa024,kmeans,2,0
b44a68ea9070,kmeans,2,1
90d576829ebe,kmeans,2,1
f04917c1cfe1,kmeans,2,1
529df30f6ff3,kmeans,2,1
b83a095428ec,kmeans,2,0
f46b31d53324,kmeans,2,1
e9b7a882f353,kmeans,2,0
4603192a4486,kmeans,2,1
ef6d6cfa2a6e,kmeans,2,1
a98622a0b9b5,kmeans,2,0
3f4acfe86aa1,kmeans,2,1
99903eba6199,kmeans,2,0
5bfa8b11cec9,kmeans,2,0
7a6b07697541,kmeans,2,0
ad3b6f16d17d,kmeans,2,1
909db8d51dc1,kmeans,2,1
590bb88150ba,kmeans,2,0
8510bd06628a,kmeans,2,1
3c0ca844ef5d,kmeans,2,1
63d119a9ae77,kmeans,2,0
5b676e170a58,kmeans,2,1
7809d11ff6e3,kmeans,2,1
a7ae76c0d2a6,kmeans,2,1
397213358827,kmeans,2,1
6e64a48355b2,kmeans,2,1
9dfc7e3049ba,kmeans,2,1
32782ba99dc7,kmeans,2,1
15f02082e0d7,kmeans,2,0
514370cf094b,kmeans,2,1
f71119d6f424,kmeans,2,1
e063e9818f04,kmeans,2,0
ade7b83b1363,kmeans,2,1
b5afb85b6058,kmeans,2,1
2d8cfed8598c,kmeans,2,1
fc908d195462,kmeans,2,0
93893467e75f,kmeans,2,1
3c0084c2bc33,kmeans,2,0
008bae3e7743,kmeans,2,1
98f8d1bcd007,kmeans,2,1
ef51a4e956a2,kmeans,2,1
ceeda54e1b5b,kmeans,2,1
db325728428d,kmeans,2,1
7940ffccef4f,kmeans,2,1
1b3093aaab2f,kmeans,2,0
f85673083386,kmeans,2,1
e1afef6e77b1,kmeans,2,1
5e76d6e5dbbb,kmeans,2,0
405d821da3f4,kmeans,2,0
effd6785c22a,kmeans,2,0
5208ebcbfdaf,kmeans,2,1
3394a59f3871,kmeans,2,1
3242ceea2b6d,kmeans,2,1
35253168c9ba,kmeans,2,0
598c0d226bec,kmeans,2,1
5e052ac91c7f,kmeans,2,1
2969d917aee0,kmeans,2,1
0096be25b40a,kmeans,2,1
5a9fe3123268,kmeans,2,1
d5d5f72b0659,kmeans,2,1
45c7180b8a89,kmeans,2,1
e8538cb92ff8,kmeans,2,1
55962ea5863f,kmeans,2,1
af63c4ead3ab,kmeans,2,0
6a436ef76f42,kmeans,2,1
e66bbc0d3afc,kmeans,2,0
319ad9b2cf45,kmeans,2,0
706c34d4c150,kmeans,2,1
e09fb43fcfde,kmeans,2,1
4860a7c338da,kmeans,2,1
dcb4d3eca08b,kmeans,2,0
e30de7aff842,kmeans,2,1
aa0519f48bfd,kmeans,2,1
8bae5cbe12c2,kmeans,2,1
b8a22dd54838,kmeans,2,1
a02bf4d776da,kmeans,2,1
744d812928f2,kmeans,2,0
5e413b312a4a,kmeans,2,0
7bf5cb69bf52,kmeans,2,1
a87a8ae903d8,kmeans,2,1
80cf2e3fb6b9,kmeans,2,0
2685e48e877e,kmeans,2,1
ccaf0e89b92d,kmeans,2,1
27a7f07ef806,kmeans,2,0
bebf8040b09b,kmeans,2,1
980cf7e1c461,kmeans,2,0
bcd097d21189,kmeans,2,1
a7a6e3eb56e7,kmeans,2,1
cf4bb1da7185,kmeans,2,0
9ad50b703b4c,kmeans,2,1
c040dc586452,kmeans,2,0
3effcaa210cf,kmeans,2,1
35110d6e897b,kmeans,2,1
f83b87ee8c8a,kmeans,2,1
fca6b2f0c2e1,kmeans,2,1
52d49d445b7a,kmeans,2,1
76d0ace7fd0f,kmeans,2,1
df143143bb71,kmeans,2,1
b68ba710dc68,kmeans,2,1
0e1abd4eb214,kmeans,2,1
1ecea9e46402,kmeans,2,1
1f76b9796e65,kmeans,2,1
b6796363a898,kmeans,2,1
2d0998b3c5fc,kmeans,2,1
6522e5ba2b3f,kmeans,2,0
3d863afd983a,kmeans,2,1
9b9a18717f99,kmeans,2,1
0a14643f8d90,kmeans,2,1
177ee6b3fdfa,kmeans,2,1
904d8b960b74,kmeans,2,1
0b5cec9b5751,kmeans,2,0
1889525093d1,kmeans,2,1
233b960a1961,kmeans,2,0
d765fcf9098b,kmeans,2,0
2c453fa4185a,kmeans,2,0
e7809196cc28,kmeans,2,0
0fabf70100f2,kmeans,2,1
3574b180b36d,kmeans,2,1
ea6071a5454f,kmeans,2,1
e6a918c3b507,kmeans,2,1
acd00ac824ed,kmeans,2,1
764be62be920,kmeans,2,1
ffca415627da,kmeans,2,1
61122b0514ba,kmeans,2,1
342ef03206a3,kmeans,2,1
49eea7f9fdb8,kmeans,2,0
9fd56954127c,kmeans,2,1
f6696e6d2e63,kmeans,2,1
b9bcf41a7338,kmeans,2,0
bb85e31eaae0,kmeans,2,1
43ace8759dbd,kmeans,2,0
1d05fd8982e9,kmeans,2,1
30ac16eb1f65,kmeans,2,1
ba11f8e8c376,kmeans,2,1
6d4f6dd0facc,kmeans,2,1
347c4e3e6233,kmeans,2,1
1984c7c371ac,kmeans,2,1
719a9e51357d,kmeans,2,1
78a5b9abfdf9,kmeans,2,0
b075d5f984ae,kmeans,2,1
471abc5be5ba,kmeans,2,1
a55ed16576bd,kmeans,2,1
1c2aa17589fd,kmeans,2,0
b6f586e15fc0,kmeans,2,0
f0409f58b9a1,kmeans,2,0
389890afe30b,kmeans,2,1
3f556ddf0ac3,kmeans,2,1
7809098aec21,kmeans,2,1
92b1d2a9b4ca,kmeans,2,1
989272e48a84,kmeans,2,1
840844dd0afa,kmeans,2,1
aabba8c4f44c,kmeans,2,1
0f124fa93f6f,kmeans,2,0
37e3d4b81393,kmeans,2,0
e56e75ca4d29,kmeans,2,1
b255670e63f0,kmeans,2,1
4c956ebb270a,kmeans,2,1
8cd8f03b3b76,kmeans,2,1
6fa1a0e70cf3,kmeans,2,0
c8ffe2ff33be,kmeans,2,0
24e8903e3937,kmeans,2,1
f87ee24cced5,kmeans,2,0
175197b85f07,kmeans,2,0
f420f6f8e3e9,kmeans,2,1
8aff0b2e417d,kmeans,2,0
21a10de31382,kmeans,2,1
59bc02a55e17,kmeans,2,0
16cd0921dab2,kmeans,2,0
e3a0715aca97,kmeans,2,1
d0c29e417818,kmeans,2,0
641a8fafd408,kmeans,2,0
49b273e130f7,kmeans,2,1
cabefb62050a,kmeans,2,1
dec4451ac283,kmeans,2,1
88534b3a970b,kmeans,2,1
9d57808c377b,kmeans,2,1
4a3a6b2f3599,kmeans,2,1
669353f8cfe2,kmeans,2,1
b2e27bcd3631,kmeans,2,1
22f32c98c814,kmeans,2,0
fd0f41e3f486,kmeans,2,1
f525b6248746,kmeans,2,1
542d95c3420c,kmeans,2,1
a123364dd912,kmeans,2,1
b51cdf8c33a5,kmeans,2,1
28cdf091a56f,kmeans,2,1
da439552c667,kmeans,2,1
93b72c304c4f,kmeans,2,1
bfb524429703,kmeans,2,1
5873d429b5d1,kmeans,2,0
f35f44894dc7,kmeans,2,1
28896ec10fef,kmeans,2,0
a3c1ffc80582,kmeans,2,1
71aadca9a1f9,kmeans,2,1
083916fce396,kmeans,2,0
5d0feb2b95e8,kmeans,2,0
10a70ff7cd96,kmeans,2,1
422ef22ae34b,kmeans,2,0
d0454d7a7ad0,kmeans,2,1
85ad96acad9e,kmeans,2,1
38ccebd70ed0,kmeans,2,0
556c009b3ad1,kmeans,2,0
4d5ca6810248,kmeans,2,1
2b6ee8647b13,kmeans,2,1
913be26623af,kmeans,2,1
0c6c5fad0d0b,kmeans,2,0
5e481646a06c,kmeans,2,0
b6beec7592ba,kmeans,2,0
429c5f41a29d,kmeans,2,1
77c9ef9318de,kmeans,2,1
7c8ae8f5dde6,kmeans,2,1
319b7afc614d,kmeans,2,1
42977a2e2aa2,kmeans,2,1
6fe68f9d14eb,kmeans,2,1
6060f43dc008,kmeans,2,1
02ed7a716999,kmeans,2,0
be8a20851a34,kmeans,2,1
da2423b00cc2,kmeans,2,0
dae85393c6bf,kmeans,2,1
6c64d3594b2f,kmeans,2,0
287f8535bf7b,kmeans,2,1
cfdbf4934ead,kmeans,2,1
0ac16ba94eb4,kmeans,2,0
a22c77279555,kmeans,2,0
87607d05000e,kmeans,2,0
0cee85116a1e,kmeans,2,1
c4ac9f1c7cdd,kmeans,2,0
6ddeea366a2c,kmeans,2,1
5fdbfc847ecc,kmeans,2,0
aa1f2568fa3a,kmeans,2,1
657014435d6d,kmeans,2,1
f1137d2c2d3b,kmeans,2,1
49ab5b7cc3c6,kmeans,2,1
d7d03e129816,kmeans,2,1
1cc20d2289fb,kmeans,2,1
6ac133213139,kmeans,2,1
47ad12713a94,kmeans,2,0
167d24a35e17,kmeans,2,1
235a48b8c017,kmeans,2,1
95a8fff11cfd,kmeans,2,1
77373a6e718a,kmeans,2,0
061092498bb6,kmeans,2,1
c0e13174d425,kmeans,2,1
6be0519abc97,kmeans,2,1
0ee80f141ba8,kmeans,2,0
75404aa12fd8,kmeans,2,1
1711832250f2,kmeans,2,1
625c9d38b08d,kmeans,2,1
50a4613e4876,kmeans,2,1
4dfc6ab6dda5,kmeans,2,0
c15ef2d5a9c0,kmeans,2,1
8072cddaca3f,kmeans,2,1
a48e49b7644d,kmeans,2,1
a36044a3f4c4,kmeans,2,1
9b5b77e19dd0,kmeans,2,0
a3ab36dd727e,kmeans,2,1
94bb3f4d0a82,kmeans,2,1
413ec78a56b2,kmeans,2,0
b6550c7aff7a,kmeans,2,0
773eea8792e4,kmeans,2,1
7a4e0eb8c32f,kmeans,2,1
798c2fcc2ab4,kmeans,2,1
f1c6e8bf0742,kmeans,2,1
0cf4692017e3,kmeans,2,0
530b695102db,kmeans,2,1
2d1cddc41183,kmeans,2,0
e196d996b179,kmeans,2,1
431640b40bde,kmeans,2,1
c9c9f1d47e77,kmeans,2,1
2aff114d9f52,kmeans,2,1
effd169189e2,kmeans,2,0
9dcbb83d63cd,kmeans,2,1
d645f5dc9ebd,kmeans,2,0
a4e1d9bf2ada,kmeans,2,1
967983ad37da,kmeans,2,1
bfc18129008b,kmeans,2,0
6e6eab40deec,kmeans,2,1
588605308533,kmeans,2,1
b19e7ad79c06,kmeans,2,1
c1f28a766459,kmeans,2,0
89446801d542,kmeans,2,1
fecbeea9da18,kmeans,2,1
ccf098a8e364,kmeans,2,1
3953f31006f7,kmeans,2,1
554ec9af79a3,kmeans,2,0
f085bb7373db,kmeans,2,0
7c0b09e460e5,kmeans,2,1
25318c72858c,kmeans,2,1
ffd67a11adf5,kmeans,2,0
a5bbf9986cdf,kmeans,2,0
af36451ff757,kmeans,2,1
b5e847ab4167,kmeans,2,0
7b410e7b46b2,kmeans,2,1
ec0a7a9f6bd4,kmeans,2,1
347c809f3195,kmeans,2,0
fc790eb5a673,kmeans,2,1
0a7114a9e69c,kmeans,2,1
9854ff7b6372,kmeans,2,1
a42b61f11204,kmeans,2,1
9e5ccc66f56e,kmeans,2,1
0ee9141e57f1,kmeans,2,1
b153a9ea702d,kmeans,2,1
aeeaad69448f,kmeans,2,1
97696e3dff5a,kmeans,2,1
ca8466e7eaed,kmeans,2,1
90c411818fce,kmeans,2,1
36eac7055318,kmeans,2,1
58a82d84c83e,kmeans,2,0
e521ab4dc835,kmeans,2,0
b700b13f96c9,kmeans,2,0
cb40fa4e04f3,kmeans,2,1
817c0799af95,kmeans,2,1
a8fc3ec464b7,kmeans,2,1
9fb9ce095950,kmeans,2,0
24cf1ad4bee3,kmeans,2,1
b300ec3ab709,kmeans,2,0
a055ffa0f755,kmeans,2,1
945dc6c9f157,kmeans,2,1
5986012ee787,kmeans,2,1
1b0fd8b822aa,kmeans,2,1
5903ada934dd,kmeans,2,1
92cc558a2906,kmeans,2,1
852730ce9995,kmeans,2,0
3936a2d0b4dc,kmeans,2,1
aed7cfb24f16,kmeans,2,1
47d4e5185aec,kmeans,2,1
4f8566c68bba,kmeans,2,1
0471855ad71c,kmeans,2,1
3379aac1fb95,kmeans,2,1
dcff53f7c7ca,kmeans,2,1
e0a6ae9d6494,kmeans,2,1
59fa47970b6f,kmeans,2,1
31b78c986872,kmeans,2,1
a820a419197b,kmeans,2,0
c13748efef8d,kmeans,2,0
db4176b759c2,kmeans,2,1
2220aeda53c4,kmeans,2,1
fc14300b3b77,kmeans,2,1
9212441d3249,kmeans,2,1
85ac92085461,kmeans,2,1
d65a19c3860e,kmeans,2,1
924e9595f3b7,kmeans,2,1
daf2d448a797,kmeans,2,1
301349067b2b,kmeans,2,1
8dec77e08a8a,kmeans,2,1
f7efd8f8f433,kmeans,2,1
891c44a1582b,kmeans,2,1
1e1cb6822355,kmeans,2,1
4d3ab6375af9,kmeans,2,1
752d618dc1b0,kmeans,2,1
72f03c9c6a3c,kmeans,2,0
22a2ab373506,kmeans,2,1
b2746ab55779,kmeans,2,1
3750ceb833df,kmeans,2,0
86b2e3d1ed17,kmeans,2,0
b8277d98a691,kmeans,2,1
e82b9f542e72,kmeans,2,0
5e85692c81e3,kmeans,2,1
0eabce91b99c,kmeans,2,1
9fc087f1e5ac,kmeans,2,1
64efa984a94d,kmeans,2,1
9db96874b0c6,kmeans,2,1
8bb0471e4d9b,kmeans,2,1
608f4ac6c9e9,kmeans,2,1
5ed5579861fb,kmeans,2,1
0852b50a9265,kmeans,2,1
adfd0f09ddb9,kmeans,2,1
26fc258a71a1,kmeans,2,1
556f3aab5379,kmeans,2,0
07c745fc4af3,kmeans,2,0
1571e1c8616c,gmm,2,0
c9de9295bb5d,gmm,2,1
210594eec92b,gmm,2,0
2ac8d4958a40,gmm,2,1
af464bdf5059,gmm,2,1
f3397196a895,gmm,2,0
e2a974849278,gmm,2,1
ad9c45dd25dc,gmm,2,1
7e72f88d518a,gmm,2,1
b4f341a70721,gmm,2,0
31996d251977,gmm,2,0
98f372ae08e4,gmm,2,1
42335babf48b,gmm,2,0
9c6d091c87de,gmm,2,1
07ee3399e047,gmm,2,0
f566b25f8cc0,gmm,2,1
6956805cbab1,gmm,2,1
ec542a3a3564,gmm,2,0
fb715165355e,gmm,2,0
94af6ce4d14b,gmm,2,0
cb23c39b3226,gmm,2,1
046566dbb3d6,gmm,2,1
d5d83dbdbaf8,gmm,2,0
15468dcb57e5,gmm,2,1
3d5dee6bd374,gmm,2,0
d82126a35001,gmm,2,1
50c4a263b909,gmm,2,1
0ebcdab084a2,gmm,2,0
e7df891ef494,gmm,2,1
cef38354125d,gmm,2,1
e308d2e59ce9,gmm,2,0
9b4f07de6629,gmm,2,0
af47b0a976d4,gmm,2,1
2d31f959b033,gmm,2,0
516c3f68b4ea,gmm,2,1
fad12355a7e0,gmm,2,0
d1a897843b0d,gmm,2,1
a36ad60b0851,gmm,2,0
84ca097d3107,gmm,2,0
392dad1f301e,gmm,2,1
d8f5426a1dc0,gmm,2,1
205ddbc04f8c,gmm,2,1
88b9ce31b03e,gmm,2,1
4951c31c3377,gmm,2,1
2d5461ebdc4f,gmm,2,1
bc545c5cf25a,gmm,2,1
bfbf73619675,gmm,2,0
b7f058902680,gmm,2,0
5656509a0434,gmm,2,1
b9e3bac5f0c0,gmm,2,0
f5f58d1ee679,gmm,2,0
159c2c8c162a,gmm,2,1
9f8399293a5b,gmm,2,1
60d8f9a0c810,gmm,2,1
25155a6d62d7,gmm,2,1
87e0b56ba652,gmm,2,1
8c5a917970c0,gmm,2,1
1f7dc12f3677,gmm,2,0
30b36d9a5f19,gmm,2,1
b9e89dee9d5c,gmm,2,1
d04ef2e0c992,gmm,2,0
7411bb97428c,gmm,2,1
d8cd9e580184,gmm,2,0
f86f783e34d8,gmm,2,1
2337969a7273,gmm,2,1
421490b75587,gmm,2,1
b8a32e9375c2,gmm,2,1
23eba09b6089,gmm,2,1
651ef23a64b5,gmm,2,0
e85eb5278557,gmm,2,0
a6ac64bcbf02,gmm,2,1
39663573c347,gmm,2,1
ab453134cb42,gmm,2,0
fa49e64ead21,gmm,2,0
0a7283b6b7e1,gmm,2,1
f7fe21401cd2,gmm,2,0
860405b85a51,gmm,2,0
8181105cbee5,gmm,2,0
aeada7c26863,gmm,2,0
34ae85cb12ac,gmm,2,0
c215343072b7,gmm,2,1
21f95e9c2fc3,gmm,2,1
35dabcad5e6a,gmm,2,1
ed0d710063d2,gmm,2,0
d02d5af35ee5,gmm,2,0
5d74a384e959,gmm,2,0
920ee7edf4e7,gmm,2,1
e0bac4d2bc1b,gmm,2,1
030a8d528d8b,gmm,2,1
a8eb9d33e165,gmm,2,1
f212a4012447,gmm,2,0
cba94fd13cf4,gmm,2,0
755fea7b75a3,gmm,2,1
f9d4c7acd6fb,gmm,2,1
e04f916ef09c,gmm,2,0
75c7b8884890,gmm,2,0
37e5798727e9,gmm,2,1
f0793f6e902f,gmm,2,0
f9dd7c1b75f1,gmm,2,1
b921d5bab57d,gmm,2,0
f4a96069e693,gmm,2,1
6583e0805e7c,gmm,2,1
1cc57b2f24ec,gmm,2,1
0682c2fb3f25,gmm,2,1
707832701211,gmm,2,1
189af765f7e2,gmm,2,0
59d3bc8fb718,gmm,2,0
8c42dfba7e2c,gmm,2,1
2c5900b9d30f,gmm,2,1
9a26b5a93ff9,gmm,2,1
c035e0d909e8,gmm,2,1
854d751c7f96,gmm,2,1
914463eb1a00,gmm,2,1
14d439f746d4,gmm,2,0
a2899c841fc7,gmm,2,1
c2d6ff5cf1ce,gmm,2,0
def649d3f8fc,gmm,2,1
4a124e1ed9ca,gmm,2,1
13506064803d,gmm,2,1
1ad7389aba39,gmm,2,1
c195a47a1a41,gmm,2,0
b0d2c4162458,gmm,2,0
4a5c43f181e5,gmm,2,1
db4e7a4fe438,gmm,2,1
b6b00ee798f0,gmm,2,1
cf0e8bf0f5d3,gmm,2,0
4a9a8f6896ef,gmm,2,0
9716ee35235b,gmm,2,1
de5e71ae6d03,gmm,2,1
8a821dac946e,gmm,2,0
c70028c7277b,gmm,2,1
26efa3d0f87a,gmm,2,1
b886fc0d853b,gmm,2,0
2a71b405b665,gmm,2,1
a00e12064313,gmm,2,1
b32d7d16ecbb,gmm,2,1
081e4a1d2828,gmm,2,0
aa8d7516e477,gmm,2,1
052c072e5473,gmm,2,1
e3253330e56d,gmm,2,0
f7fc3b71059b,gmm,2,1
feb6c4c582e9,gmm,2,0
9009f5684dde,gmm,2,1
c40d12166c3d,gmm,2,0
2d18f2ccad0d,gmm,2,1
8758b9112998,gmm,2,0
e1e95c7bffb4,gmm,2,1
4239d46569f8,gmm,2,0
34de111120de,gmm,2,1
69011e800eb9,gmm,2,0
4c1d8b1f7199,gmm,2,1
6e401f2a9523,gmm,2,0
111dc9fb08c8,gmm,2,1
c2a449f3aa13,gmm,2,1
36c6d34d8540,gmm,2,1
1b6159713abc,gmm,2,1
c7845805e7e1,gmm,2,1
f3b67e18ac18,gmm,2,1
1b17a8828106,gmm,2,1
08ec41654875,gmm,2,1
b440c4bccc88,gmm,2,1
558eaef5a93e,gmm,2,1
dc8602ca96a0,gmm,2,1
a1f2d43b3ade,gmm,2,1
489b54849c63,gmm,2,1
290f8ef1a2d9,gmm,2,1
23b3ed0a4aee,gmm,2,1
f28a7ad6b970,gmm,2,1
17417f8c3d35,gmm,2,0
854f70d2c56a,gmm,2,0
40480270e732,gmm,2,1
37c690a2d077,gmm,2,1
1d1b84fded24,gmm,2,1
cd77a9bd378c,gmm,2,1
2359b8577e23,gmm,2,0
de51f803685b,gmm,2,1
2452513a82ac,gmm,2,0
eb244f6fde7c,gmm,2,1
b42de17b2962,gmm,2,0
980aef90df6a,gmm,2,1
f3ea08a5dd69,gmm,2,1
08a8aef1efb7,gmm,2,1
da867616af2c,gmm,2,0
784c628c4979,gmm,2,0
13ada8cd8137,gmm,2,1
af122816ed12,gmm,2,0
5769e8c88621,gmm,2,1
ef49f606fbf3,gmm,2,1
5f700545e946,gmm,2,1
c7b13135d384,gmm,2,1
e362532a133b,gmm,2,0
e872024bb285,gmm,2,0
e51400b733c7,gmm,2,1
235d9079694f,gmm,2,0
15dd161a1de6,gmm,2,1
8c36f946fa39,gmm,2,1
2dd7bc6bd0e0,gmm,2,1
e0af9d46dd7f,gmm,2,1
394682cbb820,gmm,2,0
5ad67bdb9fc2,gmm,2,1
a9e4c769b7fd,gmm,2,1
24f77e2cd27d,gmm,2,0
edc34b3a6c3d,gmm,2,1
b0530887123f,gmm,2,1
1d7d57f3c2b6,gmm,2,0
79cf3ff76ed2,gmm,2,1
677ae3988090,gmm,2,1
066a09c56ae6,gmm,2,0
1397d7954ce7,gmm,2,0
6bcbd207f61e,gmm,2,0
a34a1ea0035b,gmm,2,1
5e051bff8b77,gmm,2,1
ff821b733ed1,gmm,2,0
656eeb676cdb,gmm,2,1
0a0ca22c859d,gmm,2,1
5d93ed99436d,gmm,2,0
c3d41fcbbffc,gmm,2,0
ffd4c9e91690,gmm,2,1
093cf715379b,gmm,2,0
e0fa6cd54e79,gmm,2,0
4f969eb75ed1,gmm,2,1
4fd5d6b84ab4,gmm,2,1
8dea7f07dac4,gmm,2,0
ceece08ec30c,gmm,2,1
90810ea0ff9b,gmm,2,1
d6015ccd6f2a,gmm,2,1
edd0004b8711,gmm,2,0
6b0f31498997,gmm,2,1
ed191c6d086d,gmm,2,1
16c4f9488097,gmm,2,0
53f53181b923,gmm,2,0
4a42f241a965,gmm,2,1
753ea2ec3b76,gmm,2,0
97a2a24cf1ac,gmm,2,1
7a023b9a699a,gmm,2,0
1d66aadb3087,gmm,2,0
fe2ea62e970c,gmm,2,1
bbb167581c9e,gmm,2,1
5983d3bde094,gmm,2,1
015e855f7412,gmm,2,1
301dc5df9e1a,gmm,2,1
1da6b3261366,gmm,2,1
908350ab2caf,gmm,2,0
0297326556d0,gmm,2,1
5333c0ee2293,gmm,2,0
f9ba126f7577,gmm,2,1
c2a5e6736cf8,gmm,2,1
713b74a9fb64,gmm,2,0
7baeb45178c4,gmm,2,0
498e8ec8d6fe,gmm,2,1
2be57d9e9071,gmm,2,1
989023c5016d,gmm,2,1
f96245648e19,gmm,2,0
9cf2a95b1d8a,gmm,2,0
cc79a583ad2a,gmm,2,1
f8986418ea55,gmm,2,0
44b609a292c1,gmm,2,0
71e0541594df,gmm,2,0
d4379462da61,gmm,2,1
3c264c30d42a,gmm,2,0
860c24709bc5,gmm,2,0
60edbfa3c029,gmm,2,0
fd431d5d227d,gmm,2,1
a7e5f85ff20f,gmm,2,0
e03327b64281,gmm,2,1
b38820b6c407,gmm,2,0
f89cf3e19267,gmm,2,0
824f5ede2834,gmm,2,0
37e2b1e3c072,gmm,2,1
632dae81c229,gmm,2,0
f38740766c7d,gmm,2,1
abb0333f1826,gmm,2,1
9c9ff750e24a,gmm,2,0
d10b02f13579,gmm,2,1
495196c0b96c,gmm,2,0
02dfbb012d54,gmm,2,1
dc9fb4ec0eb8,gmm,2,1
2036bee97859,gmm,2,1
47dab789e252,gmm,2,1
043fe1cc9b15,gmm,2,0
